Party,Gender,AgeGroup,Region,SocialGroup,PastVote,Brexit,Poll
Undecided,Male,65+,Midlands,AB,Did not vote,Leave,survation-26-may
Undecided,Female,65+,London,C2,Did not vote,Remain,survation-26-may
Undecided,Female,55-64,North,C1,Did not vote,Remain,survation-26-may
Undecided,Male,65+,North,C1,Did not vote,Remain,survation-26-may
Undecided,Male,55-64,London,C1,Did not vote,Leave,survation-26-may
Undecided,Female,55-64,London,AB,Did not vote,Leave,survation-26-may
Undecided,Female,55-64,Scotland,C1,Did not vote,Remain,survation-26-may
Undecided,Male,18-34,Scotland,AB,Did not vote,Leave,survation-26-may
Undecided,Female,45-54,Midlands,C2,Did not vote,Leave,survation-26-may
Undecided,Male,18-34,North,AB,Did not vote,Remain,survation-26-may
Undecided,Male,55-64,London,DE,Did not vote,Leave,survation-26-may
Undecided,Male,45-54,North,DE,Did not vote,Remain,survation-26-may
Undecided,Female,65+,Midlands,C1,Did not vote,Remain,survation-26-may
Undecided,Male,45-54,Scotland,C1,Did not vote,Remain,survation-26-may
Undecided,Male,18-34,Midlands,C1,Did not vote,Leave,survation-26-may
Undecided,Male,55-64,Midlands,AB,Did not vote,Remain,survation-26-may
Undecided,Female,65+,London,DE,Did not vote,Leave,survation-26-may
Undecided,Female,35-44,London,DE,Did not vote,Remain,survation-26-may
Undecided,Female,45-54,Wales,C1,Did not vote,Leave,survation-26-may
Undecided,Female,35-44,North,AB,Did not vote,Remain,survation-26-may
Undecided,Female,35-44,Wales,DE,Did not vote,Remain,survation-26-may
Undecided,Female,18-34,South,AB,Did not vote,Leave,survation-26-may
Undecided,Female,55-64,Midlands,C2,Did not vote,Leave,survation-26-may
Undecided,Male,45-54,Midlands,DE,Did not vote,Remain,survation-26-may
Undecided,Female,65+,London,C2,Did not vote,Leave,survation-26-may
Undecided,Female,65+,Scotland,C2,Did not vote,Leave,survation-26-may
Undecided,Male,45-54,Scotland,DE,Did not vote,Leave,survation-26-may
Undecided,Female,45-54,Scotland,DE,Did not vote,Leave,survation-26-may
Undecided,Female,35-44,Scotland,AB,Did not vote,Remain,survation-26-may
Undecided,Male,45-54,South,DE,Did not vote,Remain,survation-26-may
Undecided,Male,18-34,Scotland,AB,Did not vote,Remain,survation-26-may
Undecided,Female,45-54,Midlands,AB,Did not vote,Remain,survation-26-may
Undecided,Female,45-54,North,AB,Did not vote,Remain,survation-26-may
Undecided,Male,65+,Scotland,AB,Did not vote,Leave,survation-26-may
Undecided,Female,65+,Midlands,DE,Did not vote,Remain,survation-26-may
Undecided,Female,18-34,South,C2,Did not vote,Leave,survation-26-may
Undecided,Female,55-64,South,DE,Did not vote,Leave,survation-26-may
Undecided,Female,55-64,South,AB,Did not vote,Leave,survation-26-may
Undecided,Male,55-64,Midlands,AB,Did not vote,Leave,survation-26-may
Undecided,Female,18-34,Wales,DE,Did not vote,Leave,survation-26-may
Undecided,Male,45-54,Midlands,DE,Did not vote,Remain,survation-26-may
Undecided,Male,55-64,Wales,AB,Did not vote,Leave,survation-26-may
Undecided,Male,55-64,Wales,DE,Did not vote,Remain,survation-26-may
Undecided,Male,35-44,Wales,DE,Did not vote,Leave,survation-26-may
Undecided,Female,18-34,Midlands,DE,Did not vote,Remain,survation-26-may
Undecided,Female,18-34,Midlands,DE,Did not vote,Remain,survation-26-may
Undecided,Male,45-54,North,AB,Did not vote,Remain,survation-26-may
Undecided,Male,45-54,North,DE,Did not vote,Remain,survation-26-may
Undecided,Male,18-34,Wales,AB,Did not vote,Remain,survation-26-may
Undecided,Female,18-34,Midlands,C2,Did not vote,Remain,survation-26-may
Undecided,Female,55-64,South,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,45-54,North,DE,Did not vote,Did not vote,survation-26-may
Undecided,Male,65+,South,AB,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,North,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,35-44,Wales,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,Wales,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,35-44,South,AB,Did not vote,Did not vote,survation-26-may
Undecided,Female,45-54,Wales,DE,Did not vote,Did not vote,survation-26-may
Undecided,Male,65+,Midlands,C2,Did not vote,Did not vote,survation-26-may
Undecided,Male,65+,North,C2,Did not vote,Did not vote,survation-26-may
Undecided,Male,45-54,Wales,AB,Did not vote,Did not vote,survation-26-may
Undecided,Male,18-34,Wales,AB,Did not vote,Did not vote,survation-26-may
Undecided,Female,45-54,South,DE,Did not vote,Did not vote,survation-26-may
Undecided,Male,45-54,Midlands,C2,Did not vote,Did not vote,survation-26-may
Undecided,Male,65+,South,AB,Did not vote,Did not vote,survation-26-may
Undecided,Female,35-44,South,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,35-44,Midlands,AB,Did not vote,Did not vote,survation-26-may
Undecided,Male,18-34,Midlands,AB,Did not vote,Did not vote,survation-26-may
Undecided,Female,65+,Wales,DE,Did not vote,Did not vote,survation-26-may
Undecided,Male,18-34,South,AB,Did not vote,Did not vote,survation-26-may
Undecided,Female,35-44,Wales,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,65+,North,AB,Did not vote,Did not vote,survation-26-may
Undecided,Female,65+,Wales,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,Wales,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,Wales,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,North,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,North,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,35-44,South,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,North,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,65+,South,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,North,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,North,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,South,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,35-44,South,C2,Did not vote,Did not vote,survation-26-may
Undecided,Female,65+,Wales,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,65+,Wales,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,North,DE,Did not vote,Did not vote,survation-26-may
Undecided,Female,18-34,Wales,DE,Did not vote,Did not vote,survation-26-may
Refused,Male,55-64,North,C1,Labour,Leave,survation-26-may
Refused,Female,18-34,Midlands,AB,Other,Remain,survation-26-may
Refused,Female,45-54,Scotland,AB,Conservative,Remain,survation-26-may
Conservative,Male,45-54,Northern Ireland,DE,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,Wales,C1,Labour,Remain,survation-3-jun
Conservative,Female,35-44,Midlands,DE,Liberal Democrats,Remain,survation-3-jun
Conservative,Female,18-34,North,C1,Conservative,Leave,survation-3-jun
Conservative,Female,65+,Midlands,C1,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,Wales,DE,Other,Leave,survation-3-jun
Conservative,Female,65+,Scotland,C1,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,London,DE,Conservative,Leave,survation-3-jun
Conservative,Male,65+,Scotland,DE,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,Scotland,AB,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,DE,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,North,C2,Conservative,Remain,survation-3-jun
Conservative,Female,45-54,North,C2,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,Wales,AB,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,South,C1,Conservative,Leave,survation-3-jun
Conservative,Male,65+,Wales,DE,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,Midlands,C2,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,London,C1,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,London,C2,Conservative,Remain,survation-3-jun
Conservative,Female,65+,Wales,C2,Conservative,Remain,survation-3-jun
Conservative,Male,65+,South,C1,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,Midlands,AB,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,Midlands,C2,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,London,AB,Conservative,Leave,survation-3-jun
Conservative,Female,35-44,North,AB,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,Midlands,C2,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,Wales,C2,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,Scotland,C2,Conservative,Remain,survation-3-jun
Conservative,Female,55-64,Wales,DE,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,South,C1,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,Wales,DE,Conservative,Leave,survation-3-jun
Conservative,Female,65+,Wales,AB,Conservative,Remain,survation-3-jun
Conservative,Female,45-54,South,DE,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,Scotland,AB,Conservative,Leave,survation-3-jun
Conservative,Female,35-44,Wales,DE,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,Wales,DE,Conservative,Leave,survation-3-jun
Conservative,Female,65+,London,DE,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,North,AB,Conservative,Remain,survation-3-jun
Conservative,Male,45-54,London,C1,Conservative,Remain,survation-3-jun
Conservative,Male,55-64,London,C1,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,C1,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,London,DE,Conservative,Remain,survation-3-jun
Conservative,Female,55-64,North,DE,Conservative,Remain,survation-3-jun
Conservative,Male,55-64,Scotland,C2,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,Scotland,C1,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,London,C1,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,C1,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,Midlands,DE,Conservative,Leave,survation-3-jun
Conservative,Female,35-44,London,DE,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,Midlands,DE,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,DE,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,Wales,C2,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,Scotland,DE,Conservative,Leave,survation-3-jun
Conservative,Female,65+,Scotland,DE,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,North,AB,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,AB,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,Midlands,AB,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,North,AB,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,Midlands,C2,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,London,DE,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,Scotland,C1,Conservative,Leave,survation-3-jun
Conservative,Female,35-44,Scotland,C2,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,London,C2,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,London,C1,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,Midlands,C1,Conservative,Leave,survation-3-jun
Conservative,Female,65+,North,DE,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,Midlands,C1,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,North,DE,Conservative,Remain,survation-3-jun
Conservative,Female,18-34,South,C2,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,DE,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,South,DE,Conservative,Remain,survation-3-jun
Conservative,Female,18-34,London,DE,Conservative,Leave,survation-3-jun
Conservative,Female,65+,North,C2,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,Scotland,AB,Conservative,Leave,survation-3-jun
Conservative,Female,65+,Midlands,C1,Conservative,Leave,survation-3-jun
Conservative,Female,65+,Scotland,DE,Conservative,Remain,survation-3-jun
Conservative,Female,18-34,Midlands,C1,Conservative,Leave,survation-3-jun
Conservative,Female,65+,North,C1,Conservative,Remain,survation-3-jun
Conservative,Female,18-34,Wales,C1,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,London,AB,Conservative,Leave,survation-3-jun
Conservative,Female,35-44,London,DE,Conservative,Remain,survation-3-jun
Conservative,Male,55-64,Midlands,DE,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,North,C2,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,Midlands,C2,Conservative,Remain,survation-3-jun
Conservative,Female,65+,North,DE,Conservative,Remain,survation-3-jun
Conservative,Female,18-34,London,C1,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,Wales,DE,Conservative,Leave,survation-3-jun
Conservative,Female,65+,North,AB,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,Wales,AB,Conservative,Remain,survation-3-jun
Conservative,Female,18-34,South,AB,Conservative,Leave,survation-3-jun
Conservative,Female,65+,Wales,C2,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,Wales,C2,Conservative,Remain,survation-3-jun
Conservative,Female,65+,Wales,C1,Conservative,Remain,survation-3-jun
Conservative,Male,55-64,Scotland,DE,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,Midlands,C2,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,C2,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,London,AB,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,Scotland,DE,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,London,C2,Conservative,Remain,survation-3-jun
Conservative,Male,45-54,Wales,C2,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,North,C1,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,Wales,C1,Conservative,Remain,survation-3-jun
Conservative,Male,55-64,South,AB,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,Scotland,C2,Conservative,Remain,survation-3-jun
Conservative,Female,55-64,North,C2,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,South,C1,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,London,AB,Conservative,Remain,survation-3-jun
Conservative,Male,55-64,Wales,AB,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,North,C2,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,South,AB,Conservative,Remain,survation-3-jun
Conservative,Female,55-64,Scotland,AB,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,Midlands,DE,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,London,C1,Conservative,Leave,survation-3-jun
Conservative,Female,35-44,Wales,DE,Conservative,Leave,survation-3-jun
Conservative,Female,65+,London,DE,Conservative,Leave,survation-3-jun
Conservative,Female,35-44,North,DE,Conservative,Leave,survation-3-jun
Conservative,Male,65+,Midlands,AB,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,Wales,C2,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,South,DE,Conservative,Leave,survation-3-jun
Conservative,Female,65+,North,C1,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,London,C2,Conservative,Remain,survation-3-jun
Conservative,Male,45-54,South,C2,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,South,C1,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,Midlands,C2,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,Wales,AB,Conservative,Leave,survation-3-jun
Conservative,Male,65+,South,C2,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,North,C2,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,London,AB,Conservative,Remain,survation-3-jun
Conservative,Female,35-44,Wales,C2,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,London,C2,Conservative,Remain,survation-3-jun
Conservative,Female,65+,Wales,AB,Conservative,Remain,survation-3-jun
Conservative,Female,55-64,North,C1,Conservative,Remain,survation-3-jun
Conservative,Female,65+,North,AB,Conservative,Remain,survation-3-jun
Conservative,Female,35-44,North,C1,Conservative,Leave,survation-3-jun
Conservative,Male,35-44,Wales,C2,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,Midlands,DE,Conservative,Leave,survation-3-jun
Conservative,Male,65+,London,DE,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,South,C2,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,North,AB,Conservative,Remain,survation-3-jun
Conservative,Female,18-34,South,C1,Conservative,Leave,survation-3-jun
Conservative,Female,45-54,Midlands,AB,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,North,AB,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,South,DE,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,South,AB,Conservative,Leave,survation-3-jun
Conservative,Male,18-34,Wales,DE,Conservative,Leave,survation-3-jun
Conservative,Female,55-64,London,DE,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,Wales,C1,Conservative,Remain,survation-3-jun
Conservative,Male,35-44,London,C1,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,Midlands,C2,Conservative,Remain,survation-3-jun
Conservative,Female,45-54,North,C1,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,Wales,AB,Conservative,Leave,survation-3-jun
Conservative,Male,45-54,North,DE,Conservative,Remain,survation-3-jun
Conservative,Female,35-44,South,DE,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,London,C1,Conservative,Remain,survation-3-jun
Conservative,Male,45-54,Midlands,DE,Conservative,Leave,survation-3-jun
Conservative,Female,18-34,Midlands,C2,Conservative,Leave,survation-3-jun
Conservative,Male,65+,South,C2,Conservative,Remain,survation-3-jun
Conservative,Female,45-54,London,C2,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,Midlands,C1,Conservative,Remain,survation-3-jun
Conservative,Female,35-44,Wales,C2,Conservative,Remain,survation-3-jun
Conservative,Female,35-44,Midlands,DE,Conservative,Remain,survation-3-jun
Conservative,Male,18-34,Midlands,C2,Conservative,Leave,survation-3-jun
Conservative,Male,55-64,Midlands,DE,Conservative,Remain,survation-3-jun
